"uf","asma_medic","ci_l","ci_u","pct_medic_crise_asma","li","ls","metodo_ic","estimativa_ic","ano"
"Rio de Janeiro",0.919840238444763,0.81731937935436,0.975039994595515,91.9840238444763,81.731937935436,97.5039994595515,"beta","91,98% [81,73%; 97,50%]",2013
"Rondônia",0.799357834784863,0.568764107891828,0.940154054949316,79.9357834784863,56.8764107891828,94.0154054949316,"beta","79,94% [56,88%; 94,02%]",2013
"Roraima",0.816938773856002,0.548701821781652,0.961519968569136,81.6938773856002,54.8701821781653,96.1519968569136,"beta","81,69% [54,87%; 96,15%]",2013
"Santa Catarina",0.670058488732473,0.282696868795593,0.935396976880581,67.0058488732473,28.2696868795593,93.5396976880581,"beta","67,01% [28,27%; 93,54%]",2013
"Sergipe",0.875815903629373,0.567922496596994,0.990732122690801,87.5815903629373,56.7922496596994,99.0732122690801,"beta","87,58% [56,79%; 99,07%]",2013
"São Paulo",0.884553558899754,0.799242195887836,0.942619707422487,88.4553558899754,79.9242195887836,94.2619707422487,"beta","88,46% [79,92%; 94,26%]",2013
"Tocantins",0.669691827355977,0.349188571807749,0.903766626295865,66.9691827355977,34.9188571807749,90.3766626295865,"beta","66,97% [34,92%; 90,38%]",2013
"Brasil",0.815001008182327,0.770774851707938,0.853913243293283,81.5001008182328,77.0774851707938,85.3913243293283,"beta","81,50% [77,08%; 85,39%]",2013
"Acre",0.544707927086594,0.30417927111642,0.770805837900243,54.4707927086594,30.417927111642,77.0805837900243,"beta","54,47% [30,42%; 77,08%]",2019
"Alagoas",0.620403343428925,0.42596682765859,0.7901358931908,62.0403343428925,42.596682765859,79.01358931908,"beta","62,04% [42,60%; 79,01%]",2019
"Amapá",0.673025469255646,0.295278533753082,0.932403691683996,67.3025469255646,29.5278533753082,93.2403691683996,"beta","67,30% [29,53%; 93,24%]",2019
"Amazonas",0.467007048614565,0.224950900506821,0.721096929641916,46.7007048614565,22.4950900506821,72.1096929641916,"beta","46,70% [22,50%; 72,11%]",2019
"Bahia",0.740377203691319,0.371836025111961,0.955922055018938,74.0377203691319,37.183602511196,95.5922055018938,"beta","74,04% [37,18%; 95,59%]",2019
"Ceará",0.444901982641944,0.298976372337697,0.598128009325613,44.4901982641944,29.8976372337697,59.8128009325613,"beta","44,49% [29,90%; 59,81%]",2019
"Distrito Federal",0.527936556148725,0.321616742566528,0.727491647508812,52.7936556148725,32.1616742566528,72.7491647508812,"beta","52,79% [32,16%; 72,75%]",2019
"Espírito Santo",0.764607897375218,0.632021069929331,0.867788836201868,76.4607897375218,63.2021069929331,86.7788836201868,"beta","76,46% [63,20%; 86,78%]",2019
"Goiás",0.605929412050685,0.431732388670829,0.76243166044402,60.5929412050685,43.1732388670829,76.243166044402,"beta","60,59% [43,17%; 76,24%]",2019
"Maranhão",0.612574744689217,0.415441424481441,0.785965399569387,61.2574744689217,41.5441424481441,78.5965399569387,"beta","61,26% [41,54%; 78,60%]",2019
"Mato Grosso",0.710120012674073,0.334416805884894,0.946380299202352,71.0120012674073,33.4416805884894,94.6380299202352,"beta","71,01% [33,44%; 94,64%]",2019
"Mato Grosso do Sul",0.693953704003344,0.509360747765952,0.842013508019615,69.3953704003344,50.9360747765952,84.2013508019615,"beta","69,40% [50,94%; 84,20%]",2019
"Minas Gerais",0.640013870769576,0.49844365466809,0.765751023642997,64.0013870769576,49.8443654668091,76.5751023642997,"beta","64,00% [49,84%; 76,58%]",2019
"Paraná",0.747944900755138,0.598973182071954,0.863743748463853,74.7944900755138,59.8973182071954,86.3743748463854,"beta","74,79% [59,90%; 86,37%]",2019
"Paraíba",0.560312126303248,0.365013734270936,0.742832360167688,56.0312126303248,36.5013734270936,74.2832360167688,"beta","56,03% [36,50%; 74,28%]",2019
"Pará",0.637326464323638,0.40936712229809,0.827460425624717,63.7326464323638,40.936712229809,82.7460425624717,"beta","63,73% [40,94%; 82,75%]",2019
"Pernambuco",0.609263964244205,0.439748943606732,0.761455821174303,60.9263964244205,43.9748943606732,76.1455821174303,"beta","60,93% [43,97%; 76,15%]",2019
"Piauí",0.530327526417989,0.302756124547835,0.7489962940087,53.0327526417989,30.2756124547835,74.89962940087,"beta","53,03% [30,28%; 74,90%]",2019
"Rio Grande do Norte",0.616855421222262,0.406296573366522,0.799535609955882,61.6855421222262,40.6296573366522,79.9535609955882,"beta","61,69% [40,63%; 79,95%]",2019
"Rio Grande do Sul",0.613345192971769,0.452048828845333,0.758293815456685,61.3345192971769,45.2048828845333,75.8293815456685,"beta","61,33% [45,20%; 75,83%]",2019
"Rio de Janeiro",0.542869396893711,0.353525603633362,0.723561229411458,54.2869396893711,35.3525603633363,72.3561229411458,"beta","54,29% [35,35%; 72,36%]",2019
"Rondônia",0.797628634760448,0.547871377068404,0.945781298049228,79.7628634760448,54.7871377068404,94.5781298049228,"beta","79,76% [54,79%; 94,58%]",2019
"Roraima",0.743560953034127,0.511340746048195,0.905121866449124,74.3560953034127,51.1340746048195,90.5121866449124,"beta","74,36% [51,13%; 90,51%]",2019
"Santa Catarina",0.656819083574383,0.452510867302898,0.825907983259268,65.6819083574383,45.2510867302898,82.5907983259268,"beta","65,68% [45,25%; 82,59%]",2019
"Sergipe",0.802302827678323,0.596768047353535,0.932606651995742,80.2302827678323,59.6768047353535,93.2606651995742,"beta","80,23% [59,68%; 93,26%]",2019
"São Paulo",0.693353256444116,0.562388817740091,0.804877072251092,69.3353256444116,56.2388817740091,80.4877072251091,"beta","69,34% [56,24%; 80,49%]",2019
"Tocantins",0.495168139954145,0.242281575370167,0.749894727547653,49.5168139954145,24.2281575370167,74.9894727547653,"beta","49,52% [24,23%; 74,99%]",2019
"Brasil",0.643980947802639,0.595155598724625,0.690681591056879,64.3980947802639,59.5155598724625,69.0681591056879,"beta","64,40% [59,52%; 69,07%]",2019
