"uf","asma_medic","ci_l","ci_u","pct_medic_asma","li","ls","metodo_ic","estimativa_ic","ano"
"Distrito Federal",0.527936556148725,0.328365752345837,0.721174585388624,52.7936556148725,32.8365752345837,72.1174585388624,"beta","52,79% [32,84%; 72,12%]",2019
"Espírito Santo",0.764607897375218,0.634159826065844,0.86648785247369,76.4607897375218,63.4159826065844,86.648785247369,"beta","76,46% [63,42%; 86,65%]",2019
"Goiás",0.605929412050685,0.438059625344618,0.757306434941698,60.5929412050685,43.8059625344618,75.7306434941698,"beta","60,59% [43,81%; 75,73%]",2019
"Maranhão",0.612574744689217,0.424580476408115,0.778864902608544,61.2574744689217,42.4580476408115,77.8864902608544,"beta","61,26% [42,46%; 77,89%]",2019
"Mato Grosso",0.710120012674073,0.374806161320118,0.931008744197594,71.0120012674073,37.4806161320118,93.1008744197594,"beta","71,01% [37,48%; 93,10%]",2019
"Mato Grosso do Sul",0.693953704003344,0.51508339810552,0.838317511728391,69.3953704003344,51.508339810552,83.8317511728391,"beta","69,40% [51,51%; 83,83%]",2019
"Minas Gerais",0.640013870769576,0.500457894812565,0.764158225051283,64.0013870769576,50.0457894812565,76.4158225051283,"beta","64,00% [50,05%; 76,42%]",2019
"Paraná",0.747944900755138,0.602832230584483,0.861398963335627,74.7944900755138,60.2832230584483,86.1398963335627,"beta","74,79% [60,28%; 86,14%]",2019
"Paraíba",0.560312126303248,0.370701531325067,0.737858425231086,56.0312126303248,37.0701531325067,73.7858425231086,"beta","56,03% [37,07%; 73,79%]",2019
"Pará",0.637326464323638,0.417063563982761,0.822104171720626,63.7326464323638,41.7063563982761,82.2104171720626,"beta","63,73% [41,71%; 82,21%]",2019
"Pernambuco",0.609263964244205,0.443246588006981,0.758630658258794,60.9263964244205,44.3246588006981,75.8630658258794,"beta","60,93% [44,32%; 75,86%]",2019
"Piauí",0.530327526417989,0.310425115143689,0.741914385735391,53.0327526417989,31.0425115143689,74.1914385735391,"beta","53,03% [31,04%; 74,19%]",2019
"Rio Grande do Norte",0.616855421222262,0.412587132414831,0.794794029755411,61.6855421222262,41.2587132414831,79.4794029755411,"beta","61,69% [41,26%; 79,48%]",2019
"Rio Grande do Sul",0.613345192971769,0.45421918458184,0.756538302046822,61.3345192971769,45.421918458184,75.6538302046822,"beta","61,33% [45,42%; 75,65%]",2019
"Rio de Janeiro",0.542869396893711,0.358874115190798,0.718685804842019,54.2869396893711,35.8874115190798,71.8685804842019,"beta","54,29% [35,89%; 71,87%]",2019
"Rondônia",0.797628634760448,0.566883721416664,0.939161405978349,79.7628634760448,56.6883721416664,93.9161405978349,"beta","79,76% [56,69%; 93,92%]",2019
"Roraima",0.743560953034127,0.523838179106845,0.899072495330898,74.3560953034127,52.3838179106845,89.9072495330898,"beta","74,36% [52,38%; 89,91%]",2019
"Santa Catarina",0.656819083574383,0.458936886590454,0.821496584863145,65.6819083574383,45.8936886590454,82.1496584863145,"beta","65,68% [45,89%; 82,15%]",2019
"Sergipe",0.802302827678323,0.607630012675135,0.928247693948842,80.2302827678323,60.7630012675135,92.8247693948842,"beta","80,23% [60,76%; 92,82%]",2019
"São Paulo",0.693353256444116,0.563768885928592,0.803873415773225,69.3353256444116,56.3768885928592,80.3873415773225,"beta","69,34% [56,38%; 80,39%]",2019
"Tocantins",0.495168139954145,0.253867885332746,0.73813883452817,49.5168139954145,25.3867885332746,73.813883452817,"beta","49,52% [25,39%; 73,81%]",2019
"Brasil",0.643980947802639,0.595208597376399,0.690633075083493,64.3980947802639,59.5208597376399,69.0633075083493,"beta","64,40% [59,52%; 69,06%]",2019
